size:8,8;
redTexture:
52,52,52,52,52,52,52,5,
47,47,47,47,47,47,47,5,
47,47,47,47,47,47,47,5,
5,5,5,22,5,5,5,22,
52,52,52,5,52,52,52,52,
47,47,47,5,47,47,47,47,
47,47,47,5,47,47,47,47,
5,5,5,22,5,5,5,5,
greenTexture:
102,102,102,102,102,102,102,15,
70,70,70,70,70,70,70,15,
70,70,70,70,70,70,70,15,
15,15,15,42,15,15,15,42,
102,102,102,15,102,102,102,102,
70,70,70,15,70,70,70,70,
70,70,70,15,70,70,70,70,
15,15,15,42,15,15,15,15,
blueTexture:
135,135,135,135,135,135,135,23,
85,85,85,85,85,85,85,23,
85,85,85,85,85,85,85,23,
23,23,23,54,23,23,23,54,
135,135,135,23,135,135,135,135,
85,85,85,23,85,85,85,85,
85,85,85,23,85,85,85,85,
23,23,23,54,23,23,23,23,
alphaTexture:
255,255,255,255,255,255,255,255,
255,255,255,255,255,255,255,255,
255,255,255,255,255,255,255,255,
255,255,255,255,255,255,255,255,
255,255,255,255,255,255,255,255,
255,255,255,255,255,255,255,255,
255,255,255,255,255,255,255,255,
255,255,255,255,255,255,255,255,
