size:8,8;
redTexture:
52,99,99,99,52,192,146,192,
99,192,192,146,99,192,192,146,
99,192,146,146,99,146,146,192,
99,146,192,192,99,99,99,52,
52,99,99,99,52,146,146,99,
146,146,146,99,146,146,192,99,
192,192,146,99,192,146,146,99,
146,192,192,52,99,99,99,52,
greenTexture:
7,34,34,34,7,89,62,89,
34,89,89,62,34,89,89,62,
34,89,62,62,34,62,62,89,
34,62,89,89,34,34,34,7,
7,34,34,34,7,62,62,34,
62,62,62,34,62,62,89,34,
89,89,62,34,89,62,62,34,
62,89,89,7,34,34,34,7,
blueTexture:
61,69,69,69,61,84,77,84,
69,84,84,77,69,84,84,77,
69,84,77,77,69,77,77,84,
69,77,84,84,69,69,69,61,
61,69,69,69,61,77,77,69,
77,77,77,69,77,77,84,69,
84,84,77,69,84,77,77,69,
77,84,84,61,69,69,69,61,
alphaTexture:
255,255,255,255,255,255,255,255,
255,255,255,255,255,255,255,255,
255,255,255,255,255,255,255,255,
255,255,255,255,255,255,255,255,
255,255,255,255,255,255,255,255,
255,255,255,255,255,255,255,255,
255,255,255,255,255,255,255,255,
255,255,255,255,255,255,255,255,
