redTexture:
0,0,0,0,0,0,0,0;
0,0,0,0,0,0,0,0;
0,0,0,0,0,0,0,0;
0,0,0,0,0,0,0,0;
0,0,0,0,0,0,0,0;
0,0,0,0,0,0,0,0;
0,0,0,0,0,0,0,0;
0,0,0,0,0,0,0,0;
greenTexture:
255,255,255,255,255,255,255,255;
255,255,255,255,255,255,255,255;
255,255,255,255,255,255,255,255;
255,255,255,255,255,255,255,255;
255,255,255,255,255,255,255,255;
255,255,255,255,255,255,255,255;
255,255,255,255,255,255,255,255;
255,255,255,255,255,255,255,255;
blueTexture:
0,0,0,0,0,0,0,0;
0,0,0,0,0,0,0,0;
0,0,0,0,0,0,0,0;
0,0,0,0,0,0,0,0;
0,0,0,0,0,0,0,0;
0,0,0,0,0,0,0,0;
0,0,0,0,0,0,0,0;
0,0,0,0,0,0,0,0;
