redTexture:
255,255,255,255,255,255,255,255;
255,255,255,255,255,255,255,255;
255,255,255,255,255,255,255,255;
255,255,255,255,255,255,255,255;
255,255,255,255,255,255,255,255;
255,255,255,255,255,255,255,255;
255,255,255,255,255,255,255,255;
255,255,255,255,255,255,255,255;
greenTexture:
255,255,255,255,255,255,255,255;
255,255,255,255,255,255,255,255;
255,255,255,255,255,255,255,255;
255,255,255,255,255,255,255,255;
255,255,255,255,255,255,255,255;
255,255,255,255,255,255,255,255;
255,255,255,255,255,255,255,255;
255,255,255,255,255,255,255,255;
blueTexture:
255,255,255,255,255,255,255,255;
255,255,255,255,255,255,255,255;
255,255,255,255,255,255,255,255;
255,255,255,255,255,255,255,255;
255,255,255,255,255,255,255,255;
255,255,255,255,255,255,255,255;
255,255,255,255,255,255,255,255;
255,255,255,255,255,255,255,255;
